QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01095
1,$.data[0:100000][*],0.34541
2,$.data[0:200000][*],0.39469
3,$.data[0:300000][*],0.44922
4,$.data[0:400000][*],0.49979
5,$.data[0:500000][*],0.54525
6,$.data[0:600000][*],0.58943
7,$.data[0:700000][*],0.63358
8,$.data[0:800000][*],0.67769
9,$.data[0:900000][*],0.72167
10,$.data[0:1000000][*],0.76531
11,$.data[0:1100000][*],0.80829
12,$.data[0:1200000][*],0.85245
13,$.data[0:1300000][*],0.89584
14,$.data[0:1400000][*],0.93901
15,$.data[0:1500000][*],0.98210
16,$.data[0:1600000][*],1.02470
17,$.data[*],0.45326
18,$..id,0.12183
