QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11933
2,$[1:150000]..user,0.79319
3,$[1:140000]..user,0.74407
4,$[1:130000]..user,0.69632
5,$[1:120000]..user,0.64780
6,$[1:110000]..user,0.60010
7,$[1:100000]..user,0.55178
8,$[1:90000]..user,0.50551
9,$[1:80000]..user,0.45751
10,$[1:70000]..user,0.40827
11,$[1:60000]..user,0.35829
12,$[1:50000]..user,0.30677
13,$[1:40000]..user,0.25390
14,$[1:30000]..user,0.20082
15,$[1:20000]..user,0.15008
16,$[1:10000]..user,0.09248
17,$[*].user.profile_sidebar_border_color,0.20232
18,$[*].user.profile_image_url_https,0.22036
19,$[*].retweeted_status.filter_level,0.26205
20,$[*].retweeted_status.user.name,0.19036
21,$[*].user.created_at,0.16338
22,$[*].retweeted_status.id,0.15899
23,$[*].user.screen_name,0.13573
24,$[*].source,0.09031
25,$[*].id,0.04504
26,$[*].geo,0.15043
27,$[*].retweeted_status[*],0.28548
28,$[*]..id,0.80823
200,$[*].entities..symbols[*],0.21251
201,$[*].entities..url,0.23462
202,$[*].entities.symbols[*],0.20039
203,$[*].entities.symbols[1],0.19474
204,$[*].entities.urls[*].display_url,0.18999
205,$[*].timestamp_ms,0.22675
