QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.00994
2,$[1:1000]..fr,0.07524
3,$[*].labels.*.language,0.62870
4,$[*].labels.*.value,0.33249
5,$[1:10000]..fr,0.27263
6,$[*].*.fr.*,0.96836
7,$[1:20000]..fr,0.45286
8,$[1:30000]..fr,0.58828
9,$[1:40000]..fr,0.72804
10,$[1:50000]..fr,0.87611
11,$[1:60000]..fr,0.99396
12,$[1:70000]..fr,1.10640
13,$[1:80000]..fr,1.22701
14,$[1:90000]..fr,1.32819
15,$[1:100000]..fr,1.41771
16,$[1:110000]..fr,1.53037
17,$[1:120000]..fr,1.64096
18,$[1:130000]..fr,1.74213
19,$[1:140000]..fr,1.80987
20,$..language,0.84964
