QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.12157
2,$[1:150000]..user,0.82779
3,$[1:140000]..user,0.77667
4,$[1:130000]..user,0.72648
5,$[1:120000]..user,0.67637
6,$[1:110000]..user,0.62670
7,$[1:100000]..user,0.57602
8,$[1:90000]..user,0.52745
9,$[1:80000]..user,0.47713
10,$[1:70000]..user,0.42585
11,$[1:60000]..user,0.37372
12,$[1:50000]..user,0.31983
13,$[1:40000]..user,0.26443
14,$[1:30000]..user,0.20946
15,$[1:20000]..user,0.15604
16,$[1:10000]..user,0.09735
17,$[*].user.profile_sidebar_border_color,0.20251
18,$[*].user.profile_image_url_https,0.22208
19,$[*].retweeted_status.filter_level,0.26545
20,$[*].retweeted_status.user.name,0.19162
21,$[*].user.created_at,0.16162
22,$[*].retweeted_status.id,0.15847
23,$[*].user.screen_name,0.13326
24,$[*].source,0.08962
25,$[*].id,0.04732
26,$[*].geo,0.15074
27,$[*].retweeted_status[*],0.28855
28,$[*]..id,0.84854
200,$[*].entities..symbols[*],0.21250
201,$[*].entities..url,0.23601
202,$[*].entities.symbols[*],0.19907
203,$[*].entities.symbols[1],0.19741
204,$[*].entities.urls[*].display_url,0.18762
205,$[*].timestamp_ms,0.22532
