QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01072
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.49288
2,$[*].routes[*].legs[*].steps[*].distance.text,0.57581
3,$[*].routes[*].legs[*].steps[*].distance,0.59256
4,$[*].routes[*].legs[*].steps[*].maneuver,0.90149
5,$[*].routes[*].legs[*].steps[*].start_location,0.86292
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.77988
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.43223
8,$[*].routes[*].legs[*].steps[*].duration,1.23496
9,$[*].routes[*].legs[*].steps[*].end_location,1.41491
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.66262
11,$[*].routes[*].legs[*].steps[*],1.09685
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.89752
13,$[*].routes[*].legs[*].steps[*].polyline,1.13514
14,$[*].routes[*].legs[*].steps[*].polyline.points,1.01383
15,$[*].routes[*].legs[*]..lat,0.99795
16,$[*]..bounds,1.00000
