JSON,BUILD_TIME_SECONDS,SIZE_IN_BYTES
bestbuy_large_record_(1GB),0.51288,16103794
crossref1_(551MB),0.39692,13321166
crossref2_(1.1GB),0.74712,26351324
crossref4_(2.1GB),1.44037,51717389
google_map_large_record_(1.1GB),0.72726,24131434
nspl_large_record_(1.2GB),0.42969,8075488
twitter_large_record_(843MB),0.42620,10757878
walmart_large_record_(995MB),0.31993,834202
wiki_large_record_(1.1GB),1.19652,54814961
