QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.18475
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.42884
2,$[*].routes[*].legs[*].steps[*].distance.text,0.56633
3,$[*].routes[*].legs[*].steps[*].distance,0.49539
4,$[*].routes[*].legs[*].steps[*].maneuver,0.73258
5,$[*].routes[*].legs[*].steps[*].start_location,0.69885
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.69147
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.41234
8,$[*].routes[*].legs[*].steps[*].duration,0.99650
9,$[*].routes[*].legs[*].steps[*].end_location,1.12251
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.53465
11,$[*].routes[*].legs[*].steps[*],0.85047
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.65965
13,$[*].routes[*].legs[*].steps[*].polyline,0.81348
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.72119
15,$[*].routes[*].legs[*]..lat,0.97249
16,$[*]..bounds,0.97155
