JSON,BUILD_TIME_SECONDS,SIZE_IN_BYTES
bestbuy_large_record_(1GB),0,0
crossref1_(551MB),0,0
crossref2_(1.1GB),0,0
crossref4_(2.1GB),0,0
google_map_large_record_(1.1GB),0,0
nspl_large_record_(1.2GB),0,0
twitter_large_record_(843MB),0,0
walmart_large_record_(995MB),0,0
wiki_large_record_(1.1GB),0,0
