QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.18061
1,$.data[0:100000][*],0.35255
2,$.data[0:200000][*],0.39617
3,$.data[0:300000][*],0.44001
4,$.data[0:400000][*],0.48385
5,$.data[0:500000][*],0.52835
6,$.data[0:600000][*],0.57140
7,$.data[0:700000][*],0.61632
8,$.data[0:800000][*],0.65916
9,$.data[0:900000][*],0.70271
10,$.data[0:1000000][*],0.74683
11,$.data[0:1100000][*],0.79013
12,$.data[0:1200000][*],0.83387
13,$.data[0:1300000][*],0.87772
14,$.data[0:1400000][*],0.92146
15,$.data[0:1500000][*],0.96509
16,$.data[0:1600000][*],1.00958
17,$.data[*],0.34538
18,$..id,0.12290
