QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.21976
2,$[1:1000]..fr,0.23038
3,$[*].labels.*.language,0.48989
4,$[*].labels.*.value,0.40599
5,$[1:10000]..fr,0.38757
6,$[*].*.fr.*,0.63756
7,$[1:20000]..fr,0.54284
8,$[1:30000]..fr,0.66232
9,$[1:40000]..fr,0.78466
10,$[1:50000]..fr,0.91495
11,$[1:60000]..fr,1.02036
12,$[1:70000]..fr,1.11835
13,$[1:80000]..fr,1.22481
14,$[1:90000]..fr,1.31413
15,$[1:100000]..fr,1.39446
16,$[1:110000]..fr,1.49345
17,$[1:120000]..fr,1.59300
18,$[1:130000]..fr,1.68592
19,$[1:140000]..fr,1.74779
20,$..language,0.80311
