QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11955
2,$[1:150000]..user,0.79257
3,$[1:140000]..user,0.74380
4,$[1:130000]..user,0.69656
5,$[1:120000]..user,0.64981
6,$[1:110000]..user,0.60265
7,$[1:100000]..user,0.55499
8,$[1:90000]..user,0.50945
9,$[1:80000]..user,0.46180
10,$[1:70000]..user,0.41330
11,$[1:60000]..user,0.36427
12,$[1:50000]..user,0.31346
13,$[1:40000]..user,0.26116
14,$[1:30000]..user,0.20934
15,$[1:20000]..user,0.15940
16,$[1:10000]..user,0.10583
17,$[*].user.profile_sidebar_border_color,0.23105
18,$[*].user.profile_image_url_https,0.24464
19,$[*].retweeted_status.filter_level,0.30998
20,$[*].retweeted_status.user.name,0.25270
21,$[*].user.created_at,0.19199
22,$[*].retweeted_status.id,0.20475
23,$[*].user.screen_name,0.17009
24,$[*].source,0.11087
25,$[*].id,0.05956
26,$[*].geo,0.16460
27,$[*].retweeted_status[*],0.31062
28,$[*]..id,0.80710
200,$[*].entities..symbols[*],0.23974
201,$[*].entities..url,0.26492
202,$[*].entities.symbols[*],0.24609
203,$[*].entities.symbols[1],0.24065
204,$[*].entities.urls[*].display_url,0.23438
205,$[*].timestamp_ms,0.25164
