JSON,BUILD_TIME_SECONDS,SIZE_IN_BYTES
bestbuy_large_record_(1GB),0.36773,3635750
crossref1_(551MB),0.32922,6709422
crossref2_(1.1GB),0.60695,13182078
crossref4_(2.1GB),1.13782,25395245
google_map_large_record_(1.1GB),0.53280,6880594
nspl_large_record_(1.2GB),0.39666,8047056
twitter_large_record_(843MB),0.35923,5102790
walmart_large_record_(995MB),0.30294,705302
wiki_large_record_(1.1GB),0.95505,31955739
