QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01258
2,$[1:1000]..fr,0.13185
3,$[*].labels.*.language,0.39229
4,$[*].labels.*.value,0.31796
5,$[1:10000]..fr,0.30335
6,$[*].*.fr.*,0.63173
7,$[1:20000]..fr,0.47409
8,$[1:30000]..fr,0.60242
9,$[1:40000]..fr,0.73427
10,$[1:50000]..fr,0.87463
11,$[1:60000]..fr,0.98710
12,$[1:70000]..fr,1.09312
13,$[1:80000]..fr,1.20746
14,$[1:90000]..fr,1.30298
15,$[1:100000]..fr,1.38700
16,$[1:110000]..fr,1.49350
17,$[1:120000]..fr,1.59990
18,$[1:130000]..fr,1.69620
19,$[1:140000]..fr,1.76133
20,$..language,0.79499
