QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01427
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.42300
2,$[*].routes[*].legs[*].steps[*].distance.text,0.55272
3,$[*].routes[*].legs[*].steps[*].distance,0.48920
4,$[*].routes[*].legs[*].steps[*].maneuver,0.72309
5,$[*].routes[*].legs[*].steps[*].start_location,0.68753
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.67975
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31204
8,$[*].routes[*].legs[*].steps[*].duration,0.98042
9,$[*].routes[*].legs[*].steps[*].end_location,1.10711
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.47048
11,$[*].routes[*].legs[*].steps[*],0.84945
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63300
13,$[*].routes[*].legs[*].steps[*].polyline,0.80514
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71366
15,$[*].routes[*].legs[*]..lat,0.98149
16,$[*]..bounds,0.97278
