QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.12459
2,$[1:150000]..user,0.81266
3,$[1:140000]..user,0.76554
4,$[1:130000]..user,0.71941
5,$[1:120000]..user,0.67404
6,$[1:110000]..user,0.62772
7,$[1:100000]..user,0.58145
8,$[1:90000]..user,0.53744
9,$[1:80000]..user,0.49087
10,$[1:70000]..user,0.44374
11,$[1:60000]..user,0.39585
12,$[1:50000]..user,0.34649
13,$[1:40000]..user,0.29698
14,$[1:30000]..user,0.24693
15,$[1:20000]..user,0.19746
16,$[1:10000]..user,0.14907
17,$[*].user.profile_sidebar_border_color,0.21482
18,$[*].user.profile_image_url_https,0.22911
19,$[*].retweeted_status.filter_level,0.27762
20,$[*].retweeted_status.user.name,0.21757
21,$[*].user.created_at,0.18321
22,$[*].retweeted_status.id,0.18321
23,$[*].user.screen_name,0.16140
24,$[*].source,0.11881
25,$[*].id,0.10884
26,$[*].geo,0.17801
27,$[*].retweeted_status[*],0.27829
28,$[*]..id,0.83266
200,$[*].entities..symbols[*],0.22059
201,$[*].entities..url,0.26276
202,$[*].entities.symbols[*],0.21642
203,$[*].entities.symbols[1],0.21608
204,$[*].entities.urls[*].display_url,0.21115
205,$[*].timestamp_ms,0.25621
