QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01298
1,$.data[0:100000][*],0.36027
2,$.data[0:200000][*],0.40562
3,$.data[0:300000][*],0.45107
4,$.data[0:400000][*],0.49672
5,$.data[0:500000][*],0.54216
6,$.data[0:600000][*],0.58777
7,$.data[0:700000][*],0.63325
8,$.data[0:800000][*],0.67887
9,$.data[0:900000][*],0.72514
10,$.data[0:1000000][*],0.77066
11,$.data[0:1100000][*],0.81610
12,$.data[0:1200000][*],0.86185
13,$.data[0:1300000][*],0.90758
14,$.data[0:1400000][*],0.95330
15,$.data[0:1500000][*],0.99925
16,$.data[0:1600000][*],1.04458
17,$.data[*],0.34439
18,$..id,0.12284
