QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.16440
2,$[1:150000]..user,0.81347
3,$[1:140000]..user,0.76974
4,$[1:130000]..user,0.72733
5,$[1:120000]..user,0.68465
6,$[1:110000]..user,0.64211
7,$[1:100000]..user,0.59938
8,$[1:90000]..user,0.55819
9,$[1:80000]..user,0.51552
10,$[1:70000]..user,0.47197
11,$[1:60000]..user,0.42779
12,$[1:50000]..user,0.38230
13,$[1:40000]..user,0.33704
14,$[1:30000]..user,0.29213
15,$[1:20000]..user,0.24753
16,$[1:10000]..user,0.20349
17,$[*].user.profile_sidebar_border_color,0.25466
18,$[*].user.profile_image_url_https,0.26922
19,$[*].retweeted_status.filter_level,0.27321
20,$[*].retweeted_status.user.name,0.21528
21,$[*].user.created_at,0.22304
22,$[*].retweeted_status.id,0.20196
23,$[*].user.screen_name,0.19340
24,$[*].source,0.18085
25,$[*].id,0.16785
26,$[*].geo,0.21571
27,$[*].retweeted_status[*],0.27273
28,$[*]..id,0.83393
200,$[*].entities..symbols[*],0.23947
201,$[*].entities..url,0.28361
202,$[*].entities.symbols[*],0.23575
203,$[*].entities.symbols[1],0.23574
204,$[*].entities.urls[*].display_url,0.23028
205,$[*].timestamp_ms,0.27956
