QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01750
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.42451
2,$[*].routes[*].legs[*].steps[*].distance.text,0.55546
3,$[*].routes[*].legs[*].steps[*].distance,0.49120
4,$[*].routes[*].legs[*].steps[*].maneuver,0.72663
5,$[*].routes[*].legs[*].steps[*].start_location,0.69071
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.68309
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31379
8,$[*].routes[*].legs[*].steps[*].duration,0.98477
9,$[*].routes[*].legs[*].steps[*].end_location,1.11233
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.47082
11,$[*].routes[*].legs[*].steps[*],0.85297
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63265
13,$[*].routes[*].legs[*].steps[*].polyline,0.80452
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71275
15,$[*].routes[*].legs[*]..lat,0.97990
16,$[*]..bounds,0.97125
