QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01217
2,$[1:1000]..fr,0.20321
3,$[*].labels.*.language,0.46404
4,$[*].labels.*.value,0.38924
5,$[1:10000]..fr,0.36749
6,$[*].*.fr.*,0.64073
7,$[1:20000]..fr,0.52926
8,$[1:30000]..fr,0.65173
9,$[1:40000]..fr,0.77757
10,$[1:50000]..fr,0.91171
11,$[1:60000]..fr,1.01907
12,$[1:70000]..fr,1.12008
13,$[1:80000]..fr,1.22982
14,$[1:90000]..fr,1.32334
15,$[1:100000]..fr,1.40466
16,$[1:110000]..fr,1.50708
17,$[1:120000]..fr,1.60621
18,$[1:130000]..fr,1.69813
19,$[1:140000]..fr,1.76098
20,$..language,0.79558
