QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01364
1,$.data[0:100000][*],0.35998
2,$.data[0:200000][*],0.40559
3,$.data[0:300000][*],0.45108
4,$.data[0:400000][*],0.49677
5,$.data[0:500000][*],0.54244
6,$.data[0:600000][*],0.58835
7,$.data[0:700000][*],0.63432
8,$.data[0:800000][*],0.67950
9,$.data[0:900000][*],0.72525
10,$.data[0:1000000][*],0.77031
11,$.data[0:1100000][*],0.81568
12,$.data[0:1200000][*],0.86101
13,$.data[0:1300000][*],0.90799
14,$.data[0:1400000][*],0.95249
15,$.data[0:1500000][*],0.99846
16,$.data[0:1600000][*],1.04484
17,$.data[*],0.34407
18,$..id,0.12250
