QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.15407
2,$[1:150000]..user,0.81336
3,$[1:140000]..user,0.76818
4,$[1:130000]..user,0.72402
5,$[1:120000]..user,0.68021
6,$[1:110000]..user,0.63676
7,$[1:100000]..user,0.59227
8,$[1:90000]..user,0.55001
9,$[1:80000]..user,0.50603
10,$[1:70000]..user,0.46121
11,$[1:60000]..user,0.41613
12,$[1:50000]..user,0.36939
13,$[1:40000]..user,0.32244
14,$[1:30000]..user,0.27571
15,$[1:20000]..user,0.22961
16,$[1:10000]..user,0.18433
17,$[*].user.profile_sidebar_border_color,0.24411
18,$[*].user.profile_image_url_https,0.25835
19,$[*].retweeted_status.filter_level,0.27395
20,$[*].retweeted_status.user.name,0.21611
21,$[*].user.created_at,0.21229
22,$[*].retweeted_status.id,0.20101
23,$[*].user.screen_name,0.18261
24,$[*].source,0.16433
25,$[*].id,0.14889
26,$[*].geo,0.20385
27,$[*].retweeted_status[*],0.27306
28,$[*]..id,0.83285
200,$[*].entities..symbols[*],0.23851
201,$[*].entities..url,0.28239
202,$[*].entities.symbols[*],0.23457
203,$[*].entities.symbols[1],0.23433
204,$[*].entities.urls[*].display_url,0.22886
205,$[*].timestamp_ms,0.27768
