JSON,CUTOFF,QUERY_ID,QUERY_TEXT,SKIP_TIME_NANO_SECONDS
crossref1_(551MB),512,20,$.items[*].reference[*],16394318.6
crossref1_(551MB),1024,20,$.items[*].reference[*],7575184.4
crossref1_(551MB),2048,20,$.items[*].reference[*],1787579.4
crossref1_(551MB),0,21,$..URL,0
crossref1_(551MB),64,21,$..URL,0
crossref1_(551MB),128,21,$..URL,0
crossref1_(551MB),256,21,$..URL,0
crossref1_(551MB),512,21,$..URL,0
crossref1_(551MB),1024,21,$..URL,0
crossref1_(551MB),2048,21,$..URL,0
crossref2_(1.1GB),0,1,$.items[2].resource.primary.URL,193066497.4
crossref2_(1.1GB),64,1,$.items[2].resource.primary.URL,193066310.2
crossref2_(1.1GB),128,1,$.items[2].resource.primary.URL,193066310.2
crossref2_(1.1GB),256,1,$.items[2].resource.primary.URL,193066310.2
crossref2_(1.1GB),512,1,$.items[2].resource.primary.URL,193066310.2
crossref2_(1.1GB),1024,1,$.items[2].resource.primary.URL,193066310.2
crossref2_(1.1GB),2048,1,$.items[2].resource.primary.URL,193065024
crossref2_(1.1GB),0,2,$.items[*].URL,181565414.4
crossref2_(1.1GB),64,2,$.items[*].URL,181565160.4
crossref2_(1.1GB),128,2,$.items[*].URL,181565160.4
crossref2_(1.1GB),256,2,$.items[*].URL,181565160.4
crossref2_(1.1GB),512,2,$.items[*].URL,181565160.4
crossref2_(1.1GB),1024,2,$.items[*].URL,179633764.4
crossref2_(1.1GB),2048,2,$.items[*].URL,151801651.2
crossref2_(1.1GB),0,3,$.items[*].member,197514136.8
crossref2_(1.1GB),64,3,$.items[*].member,196728875.8
crossref2_(1.1GB),128,3,$.items[*].member,180469817.4
crossref2_(1.1GB),256,3,$.items[*].member,179581927
crossref2_(1.1GB),512,3,$.items[*].member,179544462.8
crossref2_(1.1GB),1024,3,$.items[*].member,175622260
crossref2_(1.1GB),2048,3,$.items[*].member,146181772.8
crossref2_(1.1GB),0,4,$.items[*].score,197662429.4
crossref2_(1.1GB),64,4,$.items[*].score,196774530.2
crossref2_(1.1GB),128,4,$.items[*].score,180516018
crossref2_(1.1GB),256,4,$.items[*].score,179632245.2
crossref2_(1.1GB),512,4,$.items[*].score,179597345.2
crossref2_(1.1GB),1024,4,$.items[*].score,175206280
crossref2_(1.1GB),2048,4,$.items[*].score,145838802
crossref2_(1.1GB),0,5,$.items[*].resource.primary.URL,192647783.4
crossref2_(1.1GB),64,5,$.items[*].resource.primary.URL,179821083.4
crossref2_(1.1GB),128,5,$.items[*].resource.primary.URL,179677033
crossref2_(1.1GB),256,5,$.items[*].resource.primary.URL,179667600
crossref2_(1.1GB),512,5,$.items[*].resource.primary.URL,179665009.8
crossref2_(1.1GB),1024,5,$.items[*].resource.primary.URL,176005059
crossref2_(1.1GB),2048,5,$.items[*].resource.primary.URL,146387271.8
crossref2_(1.1GB),0,6,$.items[*].issued,253420376.8
crossref2_(1.1GB),64,6,$.items[*].issued,216172558
crossref2_(1.1GB),128,6,$.items[*].issued,180754532
crossref2_(1.1GB),256,6,$.items[*].issued,173350799.4
crossref2_(1.1GB),512,6,$.items[*].issued,170519397
crossref2_(1.1GB),1024,6,$.items[*].issued,162359353
crossref2_(1.1GB),2048,6,$.items[*].issued,134424551.4
crossref2_(1.1GB),0,7,$.items[*].author[*].given,321262260.4
crossref2_(1.1GB),64,7,$.items[*].author[*].given,268096766
crossref2_(1.1GB),128,7,$.items[*].author[*].given,171820372
crossref2_(1.1GB),256,7,$.items[*].author[*].given,154733749.4
crossref2_(1.1GB),512,7,$.items[*].author[*].given,148062054.4
crossref2_(1.1GB),1024,7,$.items[*].author[*].given,137412963.8
crossref2_(1.1GB),2048,7,$.items[*].author[*].given,122221931
crossref2_(1.1GB),0,8,$.items[*].author[*].family,318270942.8
crossref2_(1.1GB),64,8,$.items[*].author[*].family,233373230.2
crossref2_(1.1GB),128,8,$.items[*].author[*].family,170017830.4
crossref2_(1.1GB),256,8,$.items[*].author[*].family,154205851.4
crossref2_(1.1GB),512,8,$.items[*].author[*].family,148056887.6
crossref2_(1.1GB),1024,8,$.items[*].author[*].family,137446788.4
crossref2_(1.1GB),2048,8,$.items[*].author[*].family,122263325.6
crossref2_(1.1GB),0,9,$.items[*].author[*].sequence,313736396.2
crossref2_(1.1GB),64,9,$.items[*].author[*].sequence,230658057
crossref2_(1.1GB),128,9,$.items[*].author[*].sequence,167081710.6
crossref2_(1.1GB),256,9,$.items[*].author[*].sequence,153044463.6
crossref2_(1.1GB),512,9,$.items[*].author[*].sequence,147343444.2
crossref2_(1.1GB),1024,9,$.items[*].author[*].sequence,136858486.4
crossref2_(1.1GB),2048,9,$.items[*].author[*].sequence,121830973
crossref2_(1.1GB),0,10,$.items[*].author[*],310005661.6
crossref2_(1.1GB),64,10,$.items[*].author[*],228235566.2
crossref2_(1.1GB),128,10,$.items[*].author[*],164687959.6
crossref2_(1.1GB),256,10,$.items[*].author[*],152998773.8
crossref2_(1.1GB),512,10,$.items[*].author[*],147776286
crossref2_(1.1GB),1024,10,$.items[*].author[*],137286229
crossref2_(1.1GB),2048,10,$.items[*].author[*],122109557.4
crossref2_(1.1GB),0,11,$.items[*].institution[*].name,394143310.8
crossref2_(1.1GB),64,11,$.items[*].institution[*].name,268381182
crossref2_(1.1GB),128,11,$.items[*].institution[*].name,165384258
crossref2_(1.1GB),256,11,$.items[*].institution[*].name,137804683.8
crossref2_(1.1GB),512,11,$.items[*].institution[*].name,119485377.8
crossref2_(1.1GB),1024,11,$.items[*].institution[*].name,106886804.6
crossref2_(1.1GB),2048,11,$.items[*].institution[*].name,100647072.4
crossref2_(1.1GB),0,12,$.items[*].link[*]..URL,356507496.6
crossref2_(1.1GB),64,12,$.items[*].link[*]..URL,249306439.6
crossref2_(1.1GB),128,12,$.items[*].link[*]..URL,168621451
crossref2_(1.1GB),256,12,$.items[*].link[*]..URL,148220099
crossref2_(1.1GB),512,12,$.items[*].link[*]..URL,125224807.6
crossref2_(1.1GB),1024,12,$.items[*].link[*]..URL,111240442.6
crossref2_(1.1GB),2048,12,$.items[*].link[*]..URL,101175451.6
crossref2_(1.1GB),0,13,$.items[*].assertion[*]..name,389180592.6
crossref2_(1.1GB),64,13,$.items[*].assertion[*]..name,264743763.8
crossref2_(1.1GB),128,13,$.items[*].assertion[*]..name,163195578
crossref2_(1.1GB),256,13,$.items[*].assertion[*]..name,134029542.8
crossref2_(1.1GB),512,13,$.items[*].assertion[*]..name,116159368.2
crossref2_(1.1GB),1024,13,$.items[*].assertion[*]..name,106084328.4
crossref2_(1.1GB),2048,13,$.items[*].assertion[*]..name,100336765
crossref2_(1.1GB),0,14,$.items[*].reference[*].key,564764760.6
crossref2_(1.1GB),64,14,$.items[*].reference[*].key,450125677.2
crossref2_(1.1GB),128,14,$.items[*].reference[*].key,295217315.6
crossref2_(1.1GB),256,14,$.items[*].reference[*].key,152806490
crossref2_(1.1GB),512,14,$.items[*].reference[*].key,34710002.8
crossref2_(1.1GB),1024,14,$.items[*].reference[*].key,14290208.2
crossref2_(1.1GB),2048,14,$.items[*].reference[*].key,3470735
crossref2_(1.1GB),0,15,$.items[*].reference[*].author,458293054.4
crossref2_(1.1GB),64,15,$.items[*].reference[*].author,310739744.2
crossref2_(1.1GB),128,15,$.items[*].reference[*].author,196319624.4
crossref2_(1.1GB),256,15,$.items[*].reference[*].author,135839957
crossref2_(1.1GB),512,15,$.items[*].reference[*].author,33433766.4
crossref2_(1.1GB),1024,15,$.items[*].reference[*].author,14028769.6
crossref2_(1.1GB),2048,15,$.items[*].reference[*].author,3446691
crossref2_(1.1GB),0,16,$.items[*].reference[*].DOI,402829467.6
crossref2_(1.1GB),64,16,$.items[*].reference[*].DOI,289540432.8
crossref2_(1.1GB),128,16,$.items[*].reference[*].DOI,180263760.2
crossref2_(1.1GB),256,16,$.items[*].reference[*].DOI,88538390.4
crossref2_(1.1GB),512,16,$.items[*].reference[*].DOI,32971931
crossref2_(1.1GB),1024,16,$.items[*].reference[*].DOI,14147996.6
crossref2_(1.1GB),2048,16,$.items[*].reference[*].DOI,3459068.4
crossref2_(1.1GB),0,17,$.items[*].reference[*].year,416848221.8
crossref2_(1.1GB),64,17,$.items[*].reference[*].year,237806534.6
crossref2_(1.1GB),128,17,$.items[*].reference[*].year,120773713.6
crossref2_(1.1GB),256,17,$.items[*].reference[*].year,70947550.2
crossref2_(1.1GB),512,17,$.items[*].reference[*].year,32688835.6
crossref2_(1.1GB),1024,17,$.items[*].reference[*].year,14127926.8
crossref2_(1.1GB),2048,17,$.items[*].reference[*].year,3463793.6
crossref2_(1.1GB),0,18,$.items[*].reference[*].issue,305398008.4
crossref2_(1.1GB),64,18,$.items[*].reference[*].issue,192056540.8
crossref2_(1.1GB),128,18,$.items[*].reference[*].issue,104291219.8
crossref2_(1.1GB),256,18,$.items[*].reference[*].issue,74668208
crossref2_(1.1GB),512,18,$.items[*].reference[*].issue,32791940.8
crossref2_(1.1GB),1024,18,$.items[*].reference[*].issue,14016351.6
crossref2_(1.1GB),2048,18,$.items[*].reference[*].issue,3439099.4
crossref2_(1.1GB),0,19,$.items[*].reference[*].volume,392045775.2
crossref2_(1.1GB),64,19,$.items[*].reference[*].volume,210060236.8
crossref2_(1.1GB),128,19,$.items[*].reference[*].volume,78197805.6
crossref2_(1.1GB),256,19,$.items[*].reference[*].volume,51283665.4
crossref2_(1.1GB),512,19,$.items[*].reference[*].volume,32366083.8
crossref2_(1.1GB),1024,19,$.items[*].reference[*].volume,14058292.8
crossref2_(1.1GB),2048,19,$.items[*].reference[*].volume,3448064
crossref2_(1.1GB),0,20,$.items[*].reference[*],268922586.2
