QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11879
2,$[1:150000]..user,0.81163
3,$[1:140000]..user,0.76235
4,$[1:130000]..user,0.71467
5,$[1:120000]..user,0.66770
6,$[1:110000]..user,0.62073
7,$[1:100000]..user,0.57243
8,$[1:90000]..user,0.52655
9,$[1:80000]..user,0.47905
10,$[1:70000]..user,0.43006
11,$[1:60000]..user,0.38076
12,$[1:50000]..user,0.32983
13,$[1:40000]..user,0.27769
14,$[1:30000]..user,0.22558
15,$[1:20000]..user,0.17451
16,$[1:10000]..user,0.12242
17,$[*].user.profile_sidebar_border_color,0.22787
18,$[*].user.profile_image_url_https,0.22392
19,$[*].retweeted_status.filter_level,0.30811
20,$[*].retweeted_status.user.name,0.24853
21,$[*].user.created_at,0.19193
22,$[*].retweeted_status.id,0.20556
23,$[*].user.screen_name,0.16934
24,$[*].source,0.11930
25,$[*].id,0.07423
26,$[*].geo,0.16943
27,$[*].retweeted_status[*],0.29231
28,$[*]..id,0.83351
200,$[*].entities..symbols[*],0.23969
201,$[*].entities..url,0.26383
202,$[*].entities.symbols[*],0.23996
203,$[*].entities.symbols[1],0.23949
204,$[*].entities.urls[*].display_url,0.23426
205,$[*].timestamp_ms,0.25094
