QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01221
2,$[1:1000]..fr,0.09880
3,$[*].labels.*.language,0.40873
4,$[*].labels.*.value,0.33169
5,$[1:10000]..fr,0.28251
6,$[*].*.fr.*,0.77776
7,$[1:20000]..fr,0.45689
8,$[1:30000]..fr,0.58913
9,$[1:40000]..fr,0.72289
10,$[1:50000]..fr,0.86558
11,$[1:60000]..fr,0.97970
12,$[1:70000]..fr,1.08685
13,$[1:80000]..fr,1.20305
14,$[1:90000]..fr,1.29957
15,$[1:100000]..fr,1.38471
16,$[1:110000]..fr,1.49291
17,$[1:120000]..fr,1.59957
18,$[1:130000]..fr,1.69533
19,$[1:140000]..fr,1.76196
20,$..language,0.79519
