QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.category,0.01116
1,$.items[*].itemId,0.12984
2,$.items[*].name,0.15297
3,$.items[*].upc,0.15664
4,$.items[*].categoryPath,0.16354
5,$.items[*].salePrice,0.15647
6,$.items[*].longDescription,0.22364
7,$.items[*].msrp,0.21315
8,$.items[*].thumbnailImage,0.24517
9,$.items[*].mediumImage,0.25247
10,$.items[*].largeImage,0.26117
11,$.items[*].productTrackingUrl,0.28100
12,$.items[*].productUrl,0.32379
13,$.items[*].addToCartUrl,0.37977
14,$.items[*].isbn,0.35861
15,$..category,0.12414
