QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11829
2,$[1:150000]..user,0.81082
3,$[1:140000]..user,0.76251
4,$[1:130000]..user,0.71582
5,$[1:120000]..user,0.66883
6,$[1:110000]..user,0.62169
7,$[1:100000]..user,0.57394
8,$[1:90000]..user,0.52837
9,$[1:80000]..user,0.48097
10,$[1:70000]..user,0.43254
11,$[1:60000]..user,0.38350
12,$[1:50000]..user,0.33271
13,$[1:40000]..user,0.28104
14,$[1:30000]..user,0.22938
15,$[1:20000]..user,0.17855
16,$[1:10000]..user,0.12713
17,$[*].user.profile_sidebar_border_color,0.22830
18,$[*].user.profile_image_url_https,0.22304
19,$[*].retweeted_status.filter_level,0.30692
20,$[*].retweeted_status.user.name,0.24934
21,$[*].user.created_at,0.19416
22,$[*].retweeted_status.id,0.20874
23,$[*].user.screen_name,0.17198
24,$[*].source,0.12146
25,$[*].id,0.08554
26,$[*].geo,0.17270
27,$[*].retweeted_status[*],0.28453
28,$[*]..id,0.83203
200,$[*].entities..symbols[*],0.24049
201,$[*].entities..url,0.26542
202,$[*].entities.symbols[*],0.24110
203,$[*].entities.symbols[1],0.24079
204,$[*].entities.urls[*].display_url,0.23670
205,$[*].timestamp_ms,0.25078
