QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01425
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.57512
2,$[*].routes[*].legs[*].steps[*].distance.text,0.69061
3,$[*].routes[*].legs[*].steps[*].distance,0.60572
4,$[*].routes[*].legs[*].steps[*].maneuver,0.77558
5,$[*].routes[*].legs[*].steps[*].start_location,0.73416
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.76934
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31183
8,$[*].routes[*].legs[*].steps[*].duration,1.00169
9,$[*].routes[*].legs[*].steps[*].end_location,1.12747
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.46994
11,$[*].routes[*].legs[*].steps[*],0.87224
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63329
13,$[*].routes[*].legs[*].steps[*].polyline,0.80557
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71363
15,$[*].routes[*].legs[*]..lat,0.98184
16,$[*]..bounds,0.97273
