QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01298
1,$.data[0:100000][*],0.50449
2,$.data[0:200000][*],0.54381
3,$.data[0:300000][*],0.58618
4,$.data[0:400000][*],0.62692
5,$.data[0:500000][*],0.66440
6,$.data[0:600000][*],0.70173
7,$.data[0:700000][*],0.73858
8,$.data[0:800000][*],0.77544
9,$.data[0:900000][*],0.81273
10,$.data[0:1000000][*],0.84877
11,$.data[0:1100000][*],0.88601
12,$.data[0:1200000][*],0.92298
13,$.data[0:1300000][*],0.95921
14,$.data[0:1400000][*],0.99548
15,$.data[0:1500000][*],1.03126
16,$.data[0:1600000][*],1.06626
17,$.data[*],0.34388
18,$..id,0.12240
