QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.category,0.01112
1,$.items[*].itemId,0.18093
2,$.items[*].name,0.19773
3,$.items[*].upc,0.18256
4,$.items[*].categoryPath,0.18282
5,$.items[*].salePrice,0.18489
6,$.items[*].longDescription,0.23036
7,$.items[*].msrp,0.22648
8,$.items[*].thumbnailImage,0.25088
9,$.items[*].mediumImage,0.25883
10,$.items[*].largeImage,0.26909
11,$.items[*].productTrackingUrl,0.28686
12,$.items[*].productUrl,0.33183
13,$.items[*].addToCartUrl,0.36015
14,$.items[*].isbn,0.35777
15,$..category,0.12311
