QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01095
1,$.data[0:100000][*],0.35958
2,$.data[0:200000][*],0.40353
3,$.data[0:300000][*],0.44731
4,$.data[0:400000][*],0.49121
5,$.data[0:500000][*],0.53519
6,$.data[0:600000][*],0.57926
7,$.data[0:700000][*],0.62318
8,$.data[0:800000][*],0.66720
9,$.data[0:900000][*],0.71092
10,$.data[0:1000000][*],0.75481
11,$.data[0:1100000][*],0.79872
12,$.data[0:1200000][*],0.84250
13,$.data[0:1300000][*],0.88714
14,$.data[0:1400000][*],0.93074
15,$.data[0:1500000][*],0.97485
16,$.data[0:1600000][*],1.01836
17,$.data[*],0.34611
18,$..id,0.12261
