JSON,CUTOFF,QUERY_ID,QUERY_TIME_SECONDS
crossref4_(2.1GB),0,1,0.01875
crossref4_(2.1GB),0,2,0.19807
crossref4_(2.1GB),0,3,0.28189
crossref4_(2.1GB),0,4,0.28721
crossref4_(2.1GB),0,5,0.23492
crossref4_(2.1GB),0,6,0.54669
crossref4_(2.1GB),0,7,0.91538
crossref4_(2.1GB),0,8,0.93205
crossref4_(2.1GB),0,9,0.95296
crossref4_(2.1GB),0,10,0.81086
crossref4_(2.1GB),0,11,1.31736
crossref4_(2.1GB),0,12,1.21684
crossref4_(2.1GB),0,13,1.34046
crossref4_(2.1GB),0,14,2.48867
crossref4_(2.1GB),0,15,2.46377
crossref4_(2.1GB),0,16,2.43659
crossref4_(2.1GB),0,17,2.58422
crossref4_(2.1GB),0,18,2.27549
crossref4_(2.1GB),0,19,2.55642
crossref4_(2.1GB),0,20,1.63266
crossref4_(2.1GB),0,21,0.39831
crossref4_(2.1GB),64,1,0.02306
crossref4_(2.1GB),64,2,0.22482
crossref4_(2.1GB),64,3,0.28572
crossref4_(2.1GB),64,4,0.2923
crossref4_(2.1GB),64,5,0.26858
crossref4_(2.1GB),64,6,0.50174
crossref4_(2.1GB),64,7,0.75527
crossref4_(2.1GB),64,8,0.75962
crossref4_(2.1GB),64,9,0.76747
crossref4_(2.1GB),64,10,0.67342
crossref4_(2.1GB),64,11,0.9983
crossref4_(2.1GB),64,12,0.93647
crossref4_(2.1GB),64,13,1.01771
crossref4_(2.1GB),64,14,2.20737
crossref4_(2.1GB),64,15,2.08468
crossref4_(2.1GB),64,16,2.10985
crossref4_(2.1GB),64,17,2.06061
crossref4_(2.1GB),64,18,1.92067
crossref4_(2.1GB),64,19,1.97044
crossref4_(2.1GB),64,20,1.25277
crossref4_(2.1GB),64,21,0.38475
crossref4_(2.1GB),128,1,0.02301
crossref4_(2.1GB),128,2,0.22174
crossref4_(2.1GB),128,3,0.27584
crossref4_(2.1GB),128,4,0.28306
crossref4_(2.1GB),128,5,0.26512
crossref4_(2.1GB),128,6,0.46888
crossref4_(2.1GB),128,7,0.69628
crossref4_(2.1GB),128,8,0.69912
crossref4_(2.1GB),128,9,0.70763
crossref4_(2.1GB),128,10,0.61562
crossref4_(2.1GB),128,11,0.90013
crossref4_(2.1GB),128,12,0.86378
crossref4_(2.1GB),128,13,0.92156
crossref4_(2.1GB),128,14,1.95452
crossref4_(2.1GB),128,15,1.94095
crossref4_(2.1GB),128,16,1.92012
crossref4_(2.1GB),128,17,1.93643
crossref4_(2.1GB),128,18,1.814
crossref4_(2.1GB),128,19,1.85501
crossref4_(2.1GB),128,20,1.15351
crossref4_(2.1GB),128,21,0.38491
crossref4_(2.1GB),512,1,0.02307
crossref4_(2.1GB),512,2,0.25024
crossref4_(2.1GB),512,3,0.29501
crossref4_(2.1GB),512,4,0.29987
crossref4_(2.1GB),512,5,0.28829
crossref4_(2.1GB),512,6,0.43317
crossref4_(2.1GB),512,7,0.59907
crossref4_(2.1GB),512,8,0.612
crossref4_(2.1GB),512,9,0.62633
crossref4_(2.1GB),512,10,0.54327
crossref4_(2.1GB),512,11,0.78633
crossref4_(2.1GB),512,12,0.75329
crossref4_(2.1GB),512,13,0.80834
crossref4_(2.1GB),512,14,1.53888
crossref4_(2.1GB),512,15,1.62895
crossref4_(2.1GB),512,16,1.68593
crossref4_(2.1GB),512,17,1.77066
crossref4_(2.1GB),512,18,1.67454
crossref4_(2.1GB),512,19,1.76455
crossref4_(2.1GB),512,20,1.07363
crossref4_(2.1GB),512,21,0.3851
crossref4_(2.1GB),8192,1,0.02281
crossref4_(2.1GB),8192,2,0.31553
crossref4_(2.1GB),8192,3,0.36036
crossref4_(2.1GB),8192,4,0.36782
crossref4_(2.1GB),8192,5,0.35171
crossref4_(2.1GB),8192,6,0.51681
crossref4_(2.1GB),8192,7,0.67733
crossref4_(2.1GB),8192,8,0.69172
crossref4_(2.1GB),8192,9,0.70645
crossref4_(2.1GB),8192,10,0.62791
crossref4_(2.1GB),8192,11,0.8555
crossref4_(2.1GB),8192,12,0.82427
crossref4_(2.1GB),8192,13,0.87942
crossref4_(2.1GB),8192,14,1.51946
crossref4_(2.1GB),8192,15,1.61025
crossref4_(2.1GB),8192,16,1.66783
crossref4_(2.1GB),8192,17,1.75173
crossref4_(2.1GB),8192,18,1.65814
crossref4_(2.1GB),8192,19,1.74606
crossref4_(2.1GB),8192,20,1.05902
crossref4_(2.1GB),8192,21,0.38598
