FILENAME,QUERY_NAME,LUT_PERCENT_SKIP,ITE_PERCENT_SKIP,TOTAL_PERCENT_SKIP,LUT_COUNT,ITE_COUNT,TOTAL_COUNT,LUT_DISTANCE,ITE_DISTANCE,TOTAL_DISTANCE,FILE_SIZE
crossref2_(1.1GB),1,1.000000,0.000000,1.000000,4,0,4,1075392265,0,1075392265,1075392435
crossref2_(1.1GB),2,0.970371,0.000000,0.970371,193750,0,193750,1043529213,0,1043529213,1075392435
crossref2_(1.1GB),3,0.957215,0.000000,0.957215,383289,0,383289,1029381690,0,1029381690,1075392435
crossref2_(1.1GB),4,0.954286,0.000000,0.954286,383469,0,383469,1026232187,0,1026232187,1075392435
crossref2_(1.1GB),5,0.943836,0.000000,0.943836,195335,0,195335,1014993871,0,1014993871,1075392435
crossref2_(1.1GB),6,0.928840,0.000000,0.928840,703478,0,703478,998867924,0,998867924,1075392435
crossref2_(1.1GB),7,0.887139,0.000000,0.887139,1403880,0,1403880,954022837,0,954022837,1075392435
crossref2_(1.1GB),8,0.871275,0.000000,0.871275,1260492,0,1260492,936962197,0,936962197,1075392435
crossref2_(1.1GB),9,0.859356,0.000000,0.859356,1081253,0,1081253,924144544,0,924144544,1075392435
crossref2_(1.1GB),10,0.855901,0.000000,0.855901,1054047,0,1054047,920429340,0,920429340,1075392435
crossref2_(1.1GB),11,0.813149,0.000000,0.813149,1773339,0,1773339,874453860,0,874453860,1075392435
crossref2_(1.1GB),12,0.808373,0.000000,0.808373,1461131,0,1461131,869318106,0,869318106,1075392435
crossref2_(1.1GB),13,0.798564,0.000000,0.798564,1753198,0,1753198,858769353,0,858769353,1075392435
crossref2_(1.1GB),14,0.740891,0.000000,0.740891,3921775,0,3921775,796748432,0,796748432,1075392435
crossref2_(1.1GB),15,0.546761,0.000000,0.546761,2869094,0,2869094,587982348,0,587982348,1075392435
crossref2_(1.1GB),16,0.489860,0.000000,0.489860,2651198,0,2651198,526791863,0,526791863,1075392435
crossref2_(1.1GB),17,0.387037,0.000000,0.387037,2510360,0,2510360,416216817,0,416216817,1075392435
crossref2_(1.1GB),18,0.333859,0.000000,0.333859,1758116,0,1758116,359029365,0,359029365,1075392435
crossref2_(1.1GB),19,0.320355,0.000000,0.320355,2285687,0,2285687,344507764,0,344507764,1075392435
crossref2_(1.1GB),20,0.258782,0.000000,0.258782,1486615,0,1486615,278292511,0,278292511,1075392435
crossref2_(1.1GB),21,0.000000,0.000000,0.000000,0,0,0,0,0,0,1075392435
