QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01364
1,$.data[0:100000][*],0.36008
2,$.data[0:200000][*],0.40556
3,$.data[0:300000][*],0.45107
4,$.data[0:400000][*],0.49646
5,$.data[0:500000][*],0.54211
6,$.data[0:600000][*],0.58766
7,$.data[0:700000][*],0.63324
8,$.data[0:800000][*],0.67891
9,$.data[0:900000][*],0.72462
10,$.data[0:1000000][*],0.77023
11,$.data[0:1100000][*],0.81583
12,$.data[0:1200000][*],0.86201
13,$.data[0:1300000][*],0.90769
14,$.data[0:1400000][*],0.95251
15,$.data[0:1500000][*],0.99889
16,$.data[0:1600000][*],1.04445
17,$.data[*],0.34399
18,$..id,0.12202
