QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01219
2,$[1:1000]..fr,0.13928
3,$[*].labels.*.language,0.41179
4,$[*].labels.*.value,0.33696
5,$[1:10000]..fr,0.30979
6,$[*].*.fr.*,0.63729
7,$[1:20000]..fr,0.47831
8,$[1:30000]..fr,0.60620
9,$[1:40000]..fr,0.73831
10,$[1:50000]..fr,0.87981
11,$[1:60000]..fr,0.99328
12,$[1:70000]..fr,1.09856
13,$[1:80000]..fr,1.21409
14,$[1:90000]..fr,1.30881
15,$[1:100000]..fr,1.39346
16,$[1:110000]..fr,1.49844
17,$[1:120000]..fr,1.60226
18,$[1:130000]..fr,1.69626
19,$[1:140000]..fr,1.76167
20,$..language,0.79615
