QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01240
2,$[1:1000]..fr,0.11677
3,$[*].labels.*.language,0.40512
4,$[*].labels.*.value,0.32899
5,$[1:10000]..fr,0.29163
6,$[*].*.fr.*,0.72752
7,$[1:20000]..fr,0.46511
8,$[1:30000]..fr,0.59515
9,$[1:40000]..fr,0.72865
10,$[1:50000]..fr,0.86997
11,$[1:60000]..fr,0.98345
12,$[1:70000]..fr,1.09235
13,$[1:80000]..fr,1.20771
14,$[1:90000]..fr,1.30442
15,$[1:100000]..fr,1.38824
16,$[1:110000]..fr,1.49618
17,$[1:120000]..fr,1.60163
18,$[1:130000]..fr,1.69725
19,$[1:140000]..fr,1.76205
20,$..language,0.79596
