QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.category,0.01135
1,$.items[*].itemId,0.15086
2,$.items[*].name,0.17515
3,$.items[*].upc,0.16606
4,$.items[*].categoryPath,0.17010
5,$.items[*].salePrice,0.16749
6,$.items[*].longDescription,0.22623
7,$.items[*].msrp,0.21798
8,$.items[*].thumbnailImage,0.24675
9,$.items[*].mediumImage,0.25375
10,$.items[*].largeImage,0.26374
11,$.items[*].productTrackingUrl,0.28262
12,$.items[*].productUrl,0.32642
13,$.items[*].addToCartUrl,0.37067
14,$.items[*].isbn,0.35826
15,$..category,0.12340
