QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11975
2,$[1:150000]..user,0.81181
3,$[1:140000]..user,0.76333
4,$[1:130000]..user,0.71669
5,$[1:120000]..user,0.66972
6,$[1:110000]..user,0.62292
7,$[1:100000]..user,0.57583
8,$[1:90000]..user,0.53093
9,$[1:80000]..user,0.48364
10,$[1:70000]..user,0.43553
11,$[1:60000]..user,0.38709
12,$[1:50000]..user,0.33636
13,$[1:40000]..user,0.28531
14,$[1:30000]..user,0.23425
15,$[1:20000]..user,0.18397
16,$[1:10000]..user,0.13342
17,$[*].user.profile_sidebar_border_color,0.22968
18,$[*].user.profile_image_url_https,0.22400
19,$[*].retweeted_status.filter_level,0.30543
20,$[*].retweeted_status.user.name,0.24905
21,$[*].user.created_at,0.19785
22,$[*].retweeted_status.id,0.21128
23,$[*].user.screen_name,0.17637
24,$[*].source,0.12516
25,$[*].id,0.09426
26,$[*].geo,0.17767
27,$[*].retweeted_status[*],0.28095
28,$[*]..id,0.83237
200,$[*].entities..symbols[*],0.24193
201,$[*].entities..url,0.26848
202,$[*].entities.symbols[*],0.24324
203,$[*].entities.symbols[1],0.24292
204,$[*].entities.urls[*].display_url,0.23938
205,$[*].timestamp_ms,0.25433
