QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01369
1,$.data[0:100000][*],0.53531
2,$.data[0:200000][*],0.57215
3,$.data[0:300000][*],0.61254
4,$.data[0:400000][*],0.65248
5,$.data[0:500000][*],0.68868
6,$.data[0:600000][*],0.72342
7,$.data[0:700000][*],0.75850
8,$.data[0:800000][*],0.79303
9,$.data[0:900000][*],0.82780
10,$.data[0:1000000][*],0.86273
11,$.data[0:1100000][*],0.89682
12,$.data[0:1200000][*],0.93166
13,$.data[0:1300000][*],0.96595
14,$.data[0:1400000][*],1.00120
15,$.data[0:1500000][*],1.03464
16,$.data[0:1600000][*],1.06851
17,$.data[*],0.34448
18,$..id,0.12366
