QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01421
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.54157
2,$[*].routes[*].legs[*].steps[*].distance.text,0.65420
3,$[*].routes[*].legs[*].steps[*].distance,0.57296
4,$[*].routes[*].legs[*].steps[*].maneuver,0.76213
5,$[*].routes[*].legs[*].steps[*].start_location,0.72192
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.74215
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31176
8,$[*].routes[*].legs[*].steps[*].duration,0.99909
9,$[*].routes[*].legs[*].steps[*].end_location,1.12490
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.47032
11,$[*].routes[*].legs[*].steps[*],0.86839
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63330
13,$[*].routes[*].legs[*].steps[*].polyline,0.80515
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71388
15,$[*].routes[*].legs[*]..lat,0.98118
16,$[*]..bounds,0.97292
