QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.12064
2,$[1:150000]..user,0.79323
3,$[1:140000]..user,0.74495
4,$[1:130000]..user,0.69794
5,$[1:120000]..user,0.65137
6,$[1:110000]..user,0.60442
7,$[1:100000]..user,0.55706
8,$[1:90000]..user,0.51208
9,$[1:80000]..user,0.46467
10,$[1:70000]..user,0.41673
11,$[1:60000]..user,0.36835
12,$[1:50000]..user,0.31766
13,$[1:40000]..user,0.26622
14,$[1:30000]..user,0.21501
15,$[1:20000]..user,0.16520
16,$[1:10000]..user,0.11378
17,$[*].user.profile_sidebar_border_color,0.23256
18,$[*].user.profile_image_url_https,0.24066
19,$[*].retweeted_status.filter_level,0.31403
20,$[*].retweeted_status.user.name,0.25428
21,$[*].user.created_at,0.19481
22,$[*].retweeted_status.id,0.20852
23,$[*].user.screen_name,0.17158
24,$[*].source,0.11610
25,$[*].id,0.06724
26,$[*].geo,0.16992
27,$[*].retweeted_status[*],0.30494
28,$[*]..id,0.80755
200,$[*].entities..symbols[*],0.23783
201,$[*].entities..url,0.26248
202,$[*].entities.symbols[*],0.24384
203,$[*].entities.symbols[1],0.23992
204,$[*].entities.urls[*].display_url,0.23534
205,$[*].timestamp_ms,0.25467
