QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01337
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.55590
2,$[*].routes[*].legs[*].steps[*].distance.text,0.71353
3,$[*].routes[*].legs[*].steps[*].distance,0.62651
4,$[*].routes[*].legs[*].steps[*].maneuver,0.83467
5,$[*].routes[*].legs[*].steps[*].start_location,0.80963
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.85815
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.37219
8,$[*].routes[*].legs[*].steps[*].duration,1.04676
9,$[*].routes[*].legs[*].steps[*].end_location,1.16941
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.56433
11,$[*].routes[*].legs[*].steps[*],0.91475
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.76211
13,$[*].routes[*].legs[*].steps[*].polyline,0.90570
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.85936
15,$[*].routes[*].legs[*]..lat,0.98200
16,$[*]..bounds,0.97280
