QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11953
2,$[1:150000]..user,0.81114
3,$[1:140000]..user,0.76067
4,$[1:130000]..user,0.71232
5,$[1:120000]..user,0.66449
6,$[1:110000]..user,0.61615
7,$[1:100000]..user,0.56720
8,$[1:90000]..user,0.52034
9,$[1:80000]..user,0.47148
10,$[1:70000]..user,0.42225
11,$[1:60000]..user,0.37206
12,$[1:50000]..user,0.32004
13,$[1:40000]..user,0.26682
14,$[1:30000]..user,0.21358
15,$[1:20000]..user,0.16236
16,$[1:10000]..user,0.10727
17,$[*].user.profile_sidebar_border_color,0.22871
18,$[*].user.profile_image_url_https,0.24475
19,$[*].retweeted_status.filter_level,0.30883
20,$[*].retweeted_status.user.name,0.24659
21,$[*].user.created_at,0.18980
22,$[*].retweeted_status.id,0.19898
23,$[*].user.screen_name,0.16632
24,$[*].source,0.10961
25,$[*].id,0.06083
26,$[*].geo,0.16406
27,$[*].retweeted_status[*],0.31216
28,$[*]..id,0.83295
200,$[*].entities..symbols[*],0.24038
201,$[*].entities..url,0.26555
202,$[*].entities.symbols[*],0.24226
203,$[*].entities.symbols[1],0.24123
204,$[*].entities.urls[*].display_url,0.23248
205,$[*].timestamp_ms,0.25083
