QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01299
1,$.data[0:100000][*],0.52411
2,$.data[0:200000][*],0.56428
3,$.data[0:300000][*],0.61003
4,$.data[0:400000][*],0.65184
5,$.data[0:500000][*],0.68818
6,$.data[0:600000][*],0.72311
7,$.data[0:700000][*],0.75794
8,$.data[0:800000][*],0.79371
9,$.data[0:900000][*],0.82844
10,$.data[0:1000000][*],0.86314
11,$.data[0:1100000][*],0.89793
12,$.data[0:1200000][*],0.93247
13,$.data[0:1300000][*],0.96696
14,$.data[0:1400000][*],1.00147
15,$.data[0:1500000][*],1.03448
16,$.data[0:1600000][*],1.06763
17,$.data[*],0.34359
18,$..id,0.12242
