QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.18069
1,$.data[0:100000][*],0.34948
2,$.data[0:200000][*],0.39567
3,$.data[0:300000][*],0.44162
4,$.data[0:400000][*],0.48812
5,$.data[0:500000][*],0.53378
6,$.data[0:600000][*],0.57954
7,$.data[0:700000][*],0.62589
8,$.data[0:800000][*],0.67192
9,$.data[0:900000][*],0.71860
10,$.data[0:1000000][*],0.76375
11,$.data[0:1100000][*],0.80988
12,$.data[0:1200000][*],0.85634
13,$.data[0:1300000][*],0.90264
14,$.data[0:1400000][*],0.94889
15,$.data[0:1500000][*],0.99520
16,$.data[0:1600000][*],1.04088
17,$.data[*],0.33835
18,$..id,0.12197
