QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.18488
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.42776
2,$[*].routes[*].legs[*].steps[*].distance.text,0.56635
3,$[*].routes[*].legs[*].steps[*].distance,0.49639
4,$[*].routes[*].legs[*].steps[*].maneuver,0.71712
5,$[*].routes[*].legs[*].steps[*].start_location,0.69260
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.69463
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.41356
8,$[*].routes[*].legs[*].steps[*].duration,0.97824
9,$[*].routes[*].legs[*].steps[*].end_location,1.10017
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.53622
11,$[*].routes[*].legs[*].steps[*],0.82938
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.66198
13,$[*].routes[*].legs[*].steps[*].polyline,0.80083
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.72387
15,$[*].routes[*].legs[*]..lat,0.96419
16,$[*]..bounds,0.94842
