QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.category,0.01092
1,$.items[*].itemId,0.16411
2,$.items[*].name,0.18631
3,$.items[*].upc,0.17286
4,$.items[*].categoryPath,0.17581
5,$.items[*].salePrice,0.17523
6,$.items[*].longDescription,0.22901
7,$.items[*].msrp,0.22221
8,$.items[*].thumbnailImage,0.24912
9,$.items[*].mediumImage,0.25642
10,$.items[*].largeImage,0.26679
11,$.items[*].productTrackingUrl,0.28529
12,$.items[*].productUrl,0.32935
13,$.items[*].addToCartUrl,0.36056
14,$.items[*].isbn,0.35816
15,$..category,0.12386
