QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11928
2,$[1:150000]..user,0.81158
3,$[1:140000]..user,0.76391
4,$[1:130000]..user,0.71721
5,$[1:120000]..user,0.67091
6,$[1:110000]..user,0.62428
7,$[1:100000]..user,0.57747
8,$[1:90000]..user,0.53244
9,$[1:80000]..user,0.48571
10,$[1:70000]..user,0.43796
11,$[1:60000]..user,0.38988
12,$[1:50000]..user,0.33966
13,$[1:40000]..user,0.28901
14,$[1:30000]..user,0.23800
15,$[1:20000]..user,0.18818
16,$[1:10000]..user,0.13860
17,$[*].user.profile_sidebar_border_color,0.22709
18,$[*].user.profile_image_url_https,0.22440
19,$[*].retweeted_status.filter_level,0.29531
20,$[*].retweeted_status.user.name,0.24308
21,$[*].user.created_at,0.19912
22,$[*].retweeted_status.id,0.21054
23,$[*].user.screen_name,0.17937
24,$[*].source,0.12748
25,$[*].id,0.10086
26,$[*].geo,0.18090
27,$[*].retweeted_status[*],0.27693
28,$[*]..id,0.83214
200,$[*].entities..symbols[*],0.23942
201,$[*].entities..url,0.26830
202,$[*].entities.symbols[*],0.24134
203,$[*].entities.symbols[1],0.24106
204,$[*].entities.urls[*].display_url,0.23746
205,$[*].timestamp_ms,0.25340
