QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01225
2,$[1:1000]..fr,0.12516
3,$[*].labels.*.language,0.40673
4,$[*].labels.*.value,0.33088
5,$[1:10000]..fr,0.29780
6,$[*].*.fr.*,0.71376
7,$[1:20000]..fr,0.47125
8,$[1:30000]..fr,0.60026
9,$[1:40000]..fr,0.73571
10,$[1:50000]..fr,0.87630
11,$[1:60000]..fr,0.98661
12,$[1:70000]..fr,1.09305
13,$[1:80000]..fr,1.20714
14,$[1:90000]..fr,1.30189
15,$[1:100000]..fr,1.38627
16,$[1:110000]..fr,1.49334
17,$[1:120000]..fr,1.59979
18,$[1:130000]..fr,1.69648
19,$[1:140000]..fr,1.75999
20,$..language,0.79585
