QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01388
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.46013
2,$[*].routes[*].legs[*].steps[*].distance.text,0.58145
3,$[*].routes[*].legs[*].steps[*].distance,0.51344
4,$[*].routes[*].legs[*].steps[*].maneuver,0.73443
5,$[*].routes[*].legs[*].steps[*].start_location,0.69713
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.69791
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31144
8,$[*].routes[*].legs[*].steps[*].duration,0.98542
9,$[*].routes[*].legs[*].steps[*].end_location,1.11195
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.47000
11,$[*].routes[*].legs[*].steps[*],0.85575
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63311
13,$[*].routes[*].legs[*].steps[*].polyline,0.80481
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71299
15,$[*].routes[*].legs[*]..lat,0.98199
16,$[*]..bounds,0.97292
