QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$.meta.view.id,0.01319
1,$.data[0:100000][*],0.54196
2,$.data[0:200000][*],0.57863
3,$.data[0:300000][*],0.61842
4,$.data[0:400000][*],0.65744
5,$.data[0:500000][*],0.69259
6,$.data[0:600000][*],0.72742
7,$.data[0:700000][*],0.76183
8,$.data[0:800000][*],0.79672
9,$.data[0:900000][*],0.83049
10,$.data[0:1000000][*],0.86531
11,$.data[0:1100000][*],0.89929
12,$.data[0:1200000][*],0.93359
13,$.data[0:1300000][*],0.96763
14,$.data[0:1400000][*],1.00221
15,$.data[0:1500000][*],1.03638
16,$.data[0:1600000][*],1.06917
17,$.data[*],0.34440
18,$..id,0.12267
