QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.12045
2,$[1:150000]..user,0.81249
3,$[1:140000]..user,0.76470
4,$[1:130000]..user,0.71853
5,$[1:120000]..user,0.67297
6,$[1:110000]..user,0.62708
7,$[1:100000]..user,0.58056
8,$[1:90000]..user,0.53608
9,$[1:80000]..user,0.48944
10,$[1:70000]..user,0.44218
11,$[1:60000]..user,0.39464
12,$[1:50000]..user,0.34509
13,$[1:40000]..user,0.29494
14,$[1:30000]..user,0.24440
15,$[1:20000]..user,0.19459
16,$[1:10000]..user,0.14580
17,$[*].user.profile_sidebar_border_color,0.21479
18,$[*].user.profile_image_url_https,0.22513
19,$[*].retweeted_status.filter_level,0.28799
20,$[*].retweeted_status.user.name,0.23037
21,$[*].user.created_at,0.20051
22,$[*].retweeted_status.id,0.21209
23,$[*].user.screen_name,0.18375
24,$[*].source,0.13033
25,$[*].id,0.10590
26,$[*].geo,0.18503
27,$[*].retweeted_status[*],0.27605
28,$[*]..id,0.83220
200,$[*].entities..symbols[*],0.23899
201,$[*].entities..url,0.26924
202,$[*].entities.symbols[*],0.23928
203,$[*].entities.symbols[1],0.23883
204,$[*].entities.urls[*].display_url,0.23717
205,$[*].timestamp_ms,0.25535
