QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01261
2,$[1:1000]..fr,0.13142
3,$[*].labels.*.language,0.40579
4,$[*].labels.*.value,0.32880
5,$[1:10000]..fr,0.30226
6,$[*].*.fr.*,0.69575
7,$[1:20000]..fr,0.47476
8,$[1:30000]..fr,0.60365
9,$[1:40000]..fr,0.73687
10,$[1:50000]..fr,0.87648
11,$[1:60000]..fr,0.98909
12,$[1:70000]..fr,1.09469
13,$[1:80000]..fr,1.20877
14,$[1:90000]..fr,1.30832
15,$[1:100000]..fr,1.39102
16,$[1:110000]..fr,1.49675
17,$[1:120000]..fr,1.60191
18,$[1:130000]..fr,1.69381
19,$[1:140000]..fr,1.76226
20,$..language,0.79633
