QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[0].id,0.01215
2,$[1:1000]..fr,0.09307
3,$[*].labels.*.language,0.41834
4,$[*].labels.*.value,0.33974
5,$[1:10000]..fr,0.27977
6,$[*].*.fr.*,0.82052
7,$[1:20000]..fr,0.45325
8,$[1:30000]..fr,0.58431
9,$[1:40000]..fr,0.71842
10,$[1:50000]..fr,0.86234
11,$[1:60000]..fr,0.97525
12,$[1:70000]..fr,1.08260
13,$[1:80000]..fr,1.20059
14,$[1:90000]..fr,1.29535
15,$[1:100000]..fr,1.38368
16,$[1:110000]..fr,1.49271
17,$[1:120000]..fr,1.59964
18,$[1:130000]..fr,1.69494
19,$[1:140000]..fr,1.76206
20,$..language,0.79630
