QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
0,$[4000].routes[*].bounds,0.01392
1,$[*].routes[*].legs[*].steps[*].html_instructions,0.57111
2,$[*].routes[*].legs[*].steps[*].distance.text,0.72100
3,$[*].routes[*].legs[*].steps[*].distance,0.63694
4,$[*].routes[*].legs[*].steps[*].maneuver,0.83020
5,$[*].routes[*].legs[*].steps[*].start_location,0.79104
6,$[*].routes[*].legs[*].steps[*].start_location.lat,0.83872
7,$[1:2000].routes[*].legs[*].steps[*].polyline.points,0.31227
8,$[*].routes[*].legs[*].steps[*].duration,1.02408
9,$[*].routes[*].legs[*].steps[*].end_location,1.14849
10,$[1:3000].routes[*].legs[*].steps[*].polyline.points,0.47127
11,$[*].routes[*].legs[*].steps[*],0.89443
12,$[1:4000].routes[*].legs[*].steps[*].polyline.points,0.63453
13,$[*].routes[*].legs[*].steps[*].polyline,0.80604
14,$[*].routes[*].legs[*].steps[*].polyline.points,0.71456
15,$[*].routes[*].legs[*]..lat,0.98290
16,$[*]..bounds,0.97342
