QUERY_ID,QUERY_TEXT,QUERY_TIME_SECONDS
1,$[*].user..url.*,0.11883
2,$[1:150000]..user,0.81073
3,$[1:140000]..user,0.76162
4,$[1:130000]..user,0.71259
5,$[1:120000]..user,0.66569
6,$[1:110000]..user,0.61683
7,$[1:100000]..user,0.56893
8,$[1:90000]..user,0.52269
9,$[1:80000]..user,0.47431
10,$[1:70000]..user,0.42476
11,$[1:60000]..user,0.37546
12,$[1:50000]..user,0.32379
13,$[1:40000]..user,0.27109
14,$[1:30000]..user,0.21863
15,$[1:20000]..user,0.16739
16,$[1:10000]..user,0.11432
17,$[*].user.profile_sidebar_border_color,0.22734
18,$[*].user.profile_image_url_https,0.23766
19,$[*].retweeted_status.filter_level,0.30682
20,$[*].retweeted_status.user.name,0.24549
21,$[*].user.created_at,0.18936
22,$[*].retweeted_status.id,0.20118
23,$[*].user.screen_name,0.16573
24,$[*].source,0.11271
25,$[*].id,0.06613
26,$[*].geo,0.16511
27,$[*].retweeted_status[*],0.30241
28,$[*]..id,0.83258
200,$[*].entities..symbols[*],0.23741
201,$[*].entities..url,0.26186
202,$[*].entities.symbols[*],0.23735
203,$[*].entities.symbols[1],0.23664
204,$[*].entities.urls[*].display_url,0.23030
205,$[*].timestamp_ms,0.25031
