JSON,BUILD_TIME_SECONDS,SIZE_IN_BYTES
bestbuy_large_record_(1GB),0.35458,1389178
crossref1_(551MB),0.26482,3658974
crossref2_(1.1GB),0.53216,7281252
crossref4_(2.1GB),1.04131,13973423
google_map_large_record_(1.1GB),0.52268,6064496
nspl_large_record_(1.2GB),0.37757,4037360
twitter_large_record_(843MB),0.33685,4166940
walmart_large_record_(995MB),0.31403,681576
wiki_large_record_(1.1GB),0.85566,23479989
